CustomerID|EmployeeID|Freight|OrderDate|OrderID|ShipperID
32|1|26,55|07-02-2015|10945|3
37|9|47,58|10-04-2015|10946|2
11|3|48,47|11-04-2015|10947|2
30|5|30,03|09-10-2014|10948|1
10|1|31,41|11-07-2015|10949|3
49|6|58,68|14-07-2015|10950|1
73|9|30,61|12-10-2014|10951|2
1|7|78,07|12-10-2014|10952|2
4|9|29,59|12-10-2014|10953|2
47|3|28,77|13-01-2015|10954|2
19|9|59,3|13-10-2014|10955|2
6|8|55,03|13-11-2014|10956|2
35|3|48,63|14-12-2014|10957|2
54|3|53,25|14-01-2015|10958|2
31|9|26,74|14-10-2014|10959|2
35|3|69,03|17-04-2015|10960|2
62|3|74,31|15-10-2014|10961|2
63|7|24,88|17-04-2015|10962|2
28|5|73,12|15-10-2014|10963|1
74|4|44,33|18-07-2015|10964|1
79|8|56,62|18-04-2015|10965|2
23|6|23,19|16-10-2014|10966|1
79|8|38,06|21-04-2015|10967|2
32|1|37,77|19-11-2014|10968|3
15|9|34,54|21-04-2015|10969|2
8|4|50,83|20-10-2014|10970|1
26|8|22,41|22-04-2015|10971|2
40|4|50,66|20-10-2014|10972|1
40|5|79,19|20-10-2014|10973|1
75|1|55,91|21-10-2014|10974|3
23|6|43,24|23-05-2015|10975|1
35|9|76,17|21-10-2014|10976|2
82|1|65,21|22-10-2014|10977|3
73|9|42,06|24-05-2015|10978|2
32|1|72,67|22-12-2014|10979|3
19|3|26,34|25-05-2015|10980|2
34|9|67,07|05-07-2015|10981|2
80|1|20,53|23-10-2014|10982|3
19|9|53,64|25-05-2015|10983|2
33|3|31,11|26-12-2014|10984|2
37|9|72,53|26-12-2014|10985|2
54|3|61,59|26-10-2014|10986|2
19|3|46,81|27-01-2015|10987|2
32|1|41,89|27-10-2014|10988|3
61|3|62|27-10-2014|10989|2
1|8|30,9|28-10-2014|10990|2
63|8|63,32|28-11-2014|10991|2
44|8|40,64|28-11-2014|10992|2
80|1|55,53|28-10-2014|10993|3
1|7|28,57|31-05-2015|10994|2
58|8|35,77|29-10-2014|10995|2
63|7|32,59|29-10-2014|10996|2
46|9|21,62|01-07-2015|10997|2
91|8|45,73|30-10-2014|10998|2
56|7|53,8|01-07-2015|10999|2
37|3|77,16|02-01-2015|11000|2
24|8|33,18|04-07-2015|11001|2
37|9|43,9|02-09-2014|11002|2
37|3|28,52|02-11-2014|11003|2
73|9|78,29|05-05-2015|11004|2
1|8|24,92|03-12-2014|11005|2
32|1|65,67|03-01-2015|11006|3
60|4|69,59|06-05-2015|11007|1
17|7|39,69|04-11-2014|11008|2
30|4|69,21|04-11-2014|11009|1
66|6|37,02|05-11-2014|11010|1
1|7|44,28|07-06-2015|11011|2
25|7|41,48|05-11-2014|11012|2
69|4|32,37|05-11-2014|11013|1
47|3|79,78|06-11-2014|11014|2
19|9|42,24|06-11-2014|11015|2
42|1|73,93|06-11-2014|11016|3
44|7|49,81|11-07-2015|11017|2
48|1|45,7|08-02-2015|11018|3
64|3|20,36|09-01-2015|11019|2
56|7|63,08|10-08-2014|11020|2
63|8|51,74|10-11-2014|11021|2
34|9|41,27|12-06-2015|11022|2
73|3|73,49|10-11-2014|11023|2
19|3|27,01|11-11-2014|11024|2
87|7|61,15|11-12-2014|11025|2
27|6|73,39|11-12-2014|11026|1
10|1|45,87|12-11-2014|11027|3
39|9|47,74|14-07-2015|11028|2
79|8|21,35|12-12-2014|11029|2
23|6|32,34|13-11-2014|11030|1
42|1|28,48|13-11-2014|11031|3
89|9|30,6|13-12-2014|11032|2
82|1|72,57|13-12-2014|11033|3
37|9|54,81|16-11-2014|11034|2
76|5|38,64|18-05-2015|11035|1
17|8|46,78|16-12-2014|11036|2
30|4|70,66|17-11-2014|11037|1
23|6|31,88|17-11-2014|11038|1
47|3|25,61|17-11-2014|11039|2
32|1|50,6|18-12-2014|11040|3
80|1|64,44|18-11-2014|11041|3
59|5|35,5|18-11-2014|11042|1
19|9|39,19|18-11-2014|11043|2
91|8|59,53|19-12-2014|11044|2
10|1|42,4|19-11-2014|11045|3
23|6|54,31|19-01-2015|11046|1
19|3|21,76|22-07-2015|11047|2
10|1|41,68|20-11-2014|11048|3
31|9|21,83|19-02-2015|11049|2
23|6|74,8|25-05-2015|11050|1
1|8|76,13|23-11-2014|11051|2
34|3|54,23|23-12-2014|11052|2
59|4|63,94|23-11-2014|11053|1
12|9|66,77|24-11-2014|11054|2
35|9|54,57|24-11-2014|11055|2
19|3|74,83|24-08-2014|11056|2
53|2|68,79|25-11-2014|11057|2
6|7|57,52|25-11-2014|11058|2
19|9|75,66|25-12-2014|11059|2
27|6|73,95|26-11-2014|11060|1
32|1|25,77|26-11-2014|11061|3
59|5|71,22|26-12-2014|11062|1
37|3|75,08|26-11-2014|11063|2
1|7|51,2|27-12-2014|11064|2
46|3|64,04|29-06-2015|11065|2
89|9|57,37|27-11-2014|11066|2
17|8|32,88|02-12-2014|11067|2
62|3|45,77|03-12-2014|11068|2
80|1|34,81|05-12-2014|11069|3
44|8|44,07|09-12-2014|11070|2
46|9|27,5|12-06-2015|11071|2
32|1|69,62|12-12-2014|11072|3
58|8|25,62|05-12-2014|11073|2
73|3|66,2|06-12-2014|11074|2
68|6|39,35|11-06-2015|11075|1
9|5|58,43|18-12-2014|11076|1
73|9|64,93|03-07-2015|11077|2
22|4|50|25-08-2014|11078|1
55|1|49,5|14-11-2014|11079|3
77|1|27,96|26-12-2014|11080|3
78|1|12,45|14-07-2015|11081|3
22|4|23,89|25-10-2014|11082|1
14|6|44,5|16-06-2014|11083|1
128|4|33|16-06-2014|11084|1
