Discount|OrderID|ProductID|Quantity|UnitPrice
0,05|10632|33|20|24,88
0,15|10633|12|36|9,74
0,15|10633|13|13|24,16
0,15|10633|26|35|31,91
0,15|10633|62|80|29
0|10634|7|35|36,87
0|10634|18|50|27,63
0|10634|51|15|100,99
0|10634|75|2|7,54
0,1|10635|4|10|23,91
0,1|10635|5|15|5,79
0|10635|22|40|3,23
0|10636|4|25|20,63
0|10636|58|6|47,63
0|10637|11|10|26,77
0,05|10637|50|25|15,85
0,05|10637|56|60|36,74
0|10638|45|20|8,86
0|10638|65|21|10,14
0|10638|72|60|10,77
0|10639|18|8|24,17
0,25|10640|69|20|1,84
0,25|10640|70|15|27,52
0|10641|2|50|18,58
0|10641|40|60|19,79
0,2|10642|21|30|10,59
0,2|10642|61|20|26,83
0,25|10643|28|15|46,56
0,25|10643|39|21|56,32
0,25|10643|46|2|11,15
0,1|10644|18|4|25,96
0|10644|43|20|13,1
0,1|10644|46|21|13
0|10645|18|20|26,26
0|10645|36|15|7,93
0,25|10646|1|15|19,45
0,25|10646|10|18|6,35
0,25|10646|71|30|30
0,25|10646|77|35|13,17
0|10647|19|30|9,04
0|10647|39|20|63,2
0|10648|22|15|3,51
0,15|10648|24|15|4,85
0|10649|28|20|47,43
0|10649|72|15|12,19
0|10650|30|30|27,51
0,05|10650|53|25|62,3
0|10650|54|30|35,35
0,25|10651|19|12|9,15
0,25|10651|22|20|3,55
0,25|10652|30|2|26,24
0|10652|42|20|13,38
0,1|10653|16|30|9,97
0,1|10653|60|20|4,95
0,1|10654|4|12|22,47
0,1|10654|39|20|63,54
0,1|10654|54|6|32,25
0,2|10655|41|20|10,47
0,1|10656|14|3|25,13
0,1|10656|44|28|68,02
0,1|10656|47|6|23,73
0|10657|15|50|6,27
0|10657|41|24|10,21
0|10657|46|45|12,98
0|10657|47|10|25,32
0|10657|56|45|40,21
0|10657|60|30|4,82
0|10658|21|60|9,7
0,05|10658|40|70|19,9
0,05|10658|60|55|4,6
0,05|10658|77|70|12,76
0,05|10659|31|20|8,24
0,05|10659|40|24|19,45
0,05|10659|70|40|26,16
0|10660|20|21|86,55
0,2|10661|39|3|65,63
0,2|10661|58|49|52,3
0|10662|68|10|12,91
0,05|10663|40|30|19,34
0,05|10663|42|30|14,76
0,05|10663|51|20|96,83
0,15|10664|10|24|6,85
0,15|10664|56|12|41,56
0,15|10664|65|15|9,95
0|10665|51|20|94,03
0|10665|59|1|8,03
0|10665|76|10|361,05
0|10666|29|36|130,8
0|10666|65|10|11,04
0,2|10667|69|45|2,16
0,2|10667|71|14|31,11
0,1|10668|31|8|8,17
0,1|10668|55|4|41,2
0,1|10668|64|15|36,17
0|10669|36|30|8,06
0|10670|23|32|8,59
0|10670|46|60|12,43
0|10670|67|25|58,73
0|10670|73|50|1,13
0|10670|75|25|7,38
0|10671|16|10|10,1
0|10671|62|10|27,35
0|10671|65|12|10,16
0,1|10672|38|15|82,9
0|10672|71|12|32,47
0|10673|16|3|9,67
0|10673|42|6|13,53
0|10673|43|6|12,39
0|10674|23|5|9,71
0|10675|14|30|21,79
0|10675|53|10|66,18
0|10675|58|30|44,59
0|10676|10|2|6,48
0|10676|19|7|9,65
0|10676|44|21|74,56
0,15|10677|26|30|33,58
0,15|10677|33|8|26,51
0|10678|12|100|9,6
0|10678|33|30|25,2
0|10678|41|120|10,13
0|10678|54|30|35,81
0|10679|59|12|8,51
0,25|10680|16|50|8,53
0,25|10680|31|20|7,81
0,25|10680|42|40|13,87
0,1|10681|19|30|9,69
0,1|10681|21|12|9,27
0|10681|64|28|32,12
0|10682|33|30|25,47
0|10682|66|4|18,54
0|10682|75|30|8,25
0|10683|52|9|76,49
0|10684|40|20|18,24
0|10684|47|40|26,29
0|10684|60|30|5,49
0|10685|10|20|7,53
0|10685|41|4|9,21
0|10685|47|15|25,02
0,2|10686|17|30|22,6
0|10686|26|15|29,55
0,25|10687|9|50|41,17
0|10687|29|10|132,12
0,25|10687|36|6|7,74
0,1|10688|10|18|7,08
0,1|10688|28|60|43,28
0|10688|34|14|7,99
0,25|10689|1|35|18,38
0,25|10690|56|20|41,05
0,25|10690|77|30|13,4
0|10691|1|30|21,3
0|10691|29|40|120,62
0|10691|43|40|11,44
0|10691|44|24|74,21
0|10691|62|48|27,63
0|10692|63|20|19,25
0|10693|9|6|35,3
0,15|10693|54|60|37,04
0,15|10693|69|30|2,17
0,15|10693|73|15|1,18
0|10694|7|90|37,33
0|10694|59|25|8,1
0|10694|70|50|27,01
0|10695|8|10|18,2
0|10695|12|4|9,82
0|10695|24|20|4,92
0|10696|17|20|25,48
0|10696|46|18|12,02
0,25|10697|19|7|8,42
0,25|10697|35|9|6,01
0,25|10697|58|30|43,78
0,25|10697|70|30|27,75
0|10698|11|15|26,17
0,05|10698|17|8|23,97
0,05|10698|29|12|124,67
0,05|10698|65|65|10,08
0,05|10698|70|8|29,87
0|10699|47|12|23,88
0,2|10700|1|5|20,31
0,2|10700|34|12|8,74
0,2|10700|68|40|13,53
0,2|10700|71|60|28,72
0,15|10701|59|42|8,71
0,15|10701|71|20|32,16
0,15|10701|76|35|359,16
0|10702|3|6|20,16
0|10702|76|15|428,69
0|10703|2|5|18,56
0|10703|59|35|8,88
0|10703|73|35|1,09
0|10704|4|6|24,14
0|10704|24|35|4,58
0|10704|48|24|29,67
0|10705|31|20|9,15
0|10705|32|4|19,68
0|10706|16|20|8,96
0|10706|43|24|11,74
0|10706|59|8|8,53
0|10707|55|21|41,81
0|10707|57|40|19,11
0,15|10707|70|28|29,62
0|10708|5|4|5,41
0|10708|36|5|8,38
0|10709|8|40|20,33
0|10709|51|28|91,48
0|10709|60|10|4,91
0|10710|19|5|8,45
0|10710|47|5|26,31
0|10711|19|12|8,77
0|10711|41|42|9,38
0|10711|53|120|62,9
0,05|10712|53|3|58,9
0|10712|56|30|35,62
0|10713|10|18|6,46
0|10713|26|30|31,39
0|10713|45|110|10,27
0|10713|46|24|11,41
0,25|10714|2|30|17,42
0,25|10714|17|27|24,19
0,25|10714|47|50|27,95
0,25|10714|56|18|34,48
0,25|10714|58|12|43,46
0|10715|10|21|6,56
0|10715|71|30|31,79
0|10716|21|5|9,74
0|10716|51|7|104,36
0|10716|61|10|25,57
0,05|10717|21|32|10,11
0|10717|54|15|34,91
0,05|10717|69|25|1,91
0|10718|12|36|10,11
0|10718|16|20|9,07
0|10718|36|40|7,85
0|10718|62|20|30,16
0,25|10719|18|12|27,23
0,25|10719|30|3|26,84
0,25|10719|54|40|34,25
0|10720|35|21|6,58
0|10720|71|8|29,78
0,05|10721|44|50|75,57
0|10722|2|3|19,47
0|10722|31|50|7,85
0|10722|68|45|11,73
0|10722|75|42|7,36
0|10723|26|15|32,05
0|10724|10|16|7,69
0|10724|61|5|26,82
0|10725|41|12|10,28
0|10725|52|4|72,71
0|10725|55|6|41,6
0|10726|4|25|22,62
0|10726|11|5|29,39
0,05|10727|17|20|27,48
0,05|10727|56|10|41,47
0,05|10727|59|10|8,25
0|10728|30|15|23,75
0|10728|40|6|17,82
0|10728|55|12|37,57
0|10728|60|15|5,33
0|10729|1|50|20,52
0|10729|21|30|9,49
0|10729|50|40|16,51
0,05|10730|16|15|8,75
0,05|10730|31|3|8,72
0,05|10730|65|10|9,06
0,05|10731|21|40|9,81
0,05|10731|51|30|93,96
0|10732|76|20|412,5
0|10733|14|16|21,77
0|10733|28|20|49,94
0|10733|52|25|85,9
0|10734|6|30|4,03
0|10734|30|15|23,42
0|10734|76|20|412,62
0,1|10735|61|20|25,93
0,1|10735|77|2|12,55
0|10736|65|40|9,35
0|10736|75|20|7,55
0|10737|13|4|25,56
0|10737|41|12|10,12
0|10738|16|3|8,66
0|10739|36|6|7,46
0|10739|52|18|79,54
0,2|10740|28|5|42,11
0,2|10740|35|35|6
0,2|10740|45|40|9,33
0,2|10740|56|14|39,64
0,2|10741|2|15|18,03
0|10742|3|20|19,7
0|10742|60|50|5,35
0|10742|72|35|11,25
0,05|10743|46|28|13,03
0,2|10744|40|50|19,79
0|10745|18|24|27,46
0|10745|44|16|71,63
0|10745|59|45|8,69
0|10745|72|7|12,16
0|10746|13|6|24,08
0|10746|42|28|14,87
0|10746|62|9|28,48
0|10746|69|40|2,07
0|10747|31|8|8,24
0|10747|41|35|9,05
0|10747|63|9|20,5
0|10747|69|30|2,13
0|10748|23|44|9,54
0|10748|40|40|18,01
0|10748|56|28|36,96
0|10749|56|15|40,81
0|10749|59|6|8,8
0|10749|76|10|419,23
0,15|10750|14|5|21,77
0,15|10750|45|40|8,82
0,15|10750|59|25|9,05
0,1|10751|26|12|30,47
0|10751|30|30|23,61
0,1|10751|50|20|15,02
0|10751|73|15|1,04
0|10752|1|8|18,02
0|10752|69|3|2,19
0|10753|45|4|8,97
0|10753|74|5|32,76
0|10754|40|3|17,21
0,25|10755|47|30|27,86
0,25|10755|56|30|41,56
0,25|10755|57|14|20,52
0,25|10755|69|25|1,99
0,2|10756|18|21|25,54
0,2|10756|36|20|7,41
0,2|10756|68|6|11,6
0,2|10756|69|20|2,15
0|10757|34|30|7,75
0|10757|59|7|7,82
0|10757|62|30|27,96
0|10757|64|24|35,35
0|10758|26|20|28,87
0|10758|52|60|76,32
0|10758|70|40|30,75
0|10759|32|10|19,85
0,25|10760|25|12|12,8
0|10760|27|40|39,8
0,25|10760|43|30|12,38
0,25|10761|25|35|14,23
0|10761|75|18|7,61
0|10762|39|16|54,7
0|10762|47|30|23,45
0|10762|51|28|97,95
0|10762|56|60|36,46
0|10763|21|40|10,59
0|10763|22|6|3,66
0|10763|24|20|4,37
0,1|10764|3|20|20
0,1|10764|39|130|54,53
0,1|10765|65|80|9,57
0|10766|2|40|19,7
0|10766|7|35|37,68
0|10766|68|40|11,61
0|10767|42|2|13,35
0|10768|22|4|3,42
0|10768|31|50|8,46
0|10768|60|15|4,59
0|10768|71|12|31,76
0,05|10769|41|30|8,99
0,05|10769|52|15|81,55
0|10769|61|20|27,11
0|10769|62|15|30,83
0,25|10770|11|15|25,4
0|10771|71|16|30,43
0|10772|29|18|122,58
0|10772|59|25|8,34
0|10773|17|33|25,94
0,2|10773|31|70|9,07
0,2|10773|75|7|7,36
0,25|10774|31|2|7,88
0|10774|66|50|18,46
0|10775|10|6|6,47
0|10775|67|3|57,01
0,05|10776|31|16|7,95
0,05|10776|42|12|14,82
0,05|10776|45|27|9,11
0,05|10776|51|120|92,58
0,2|10777|42|20|15,04
0|10778|41|10|9,06
0|10779|16|20|9,6
0|10779|62|20|30,23
0|10780|70|35|28,74
0|10780|77|15|12,43
0,2|10781|54|3|37,83
0,2|10781|56|20|40,71
0|10781|74|35|29,82
0|10782|31|1|8,19
0|10783|31|10|8,16
0|10783|38|5|74,45
0|10784|36|30|7,94
0,15|10784|39|2|61,32
0,15|10784|72|30|11,23
0|10785|10|10|6,42
0|10785|75|10|8,04
0,2|10786|8|30|18,4
0,2|10786|30|15|27,97
0,2|10786|75|42|7
0,05|10787|2|15|19,13
0,05|10787|29|20|125,81
0,05|10788|19|50|9,51
0,05|10788|75|40|8,37
0|10789|18|30|23,2
0|10789|35|15|5,86
0|10789|63|30|19,07
0|10789|68|18|12,49
0,15|10790|7|3|38,9
0,15|10790|56|20|36,44
0,05|10791|29|14|115,14
0,05|10791|41|20|9,63
0|10792|2|10|19,17
0|10792|54|3|37,9
0|10792|68|15|12,66
0|10793|41|14|8,99
0|10793|52|8|84,49
0,2|10794|14|15|24
0,2|10794|54|6|33,25
0|10795|16|65|10,28
0,25|10795|17|35|23,54
0,2|10796|26|21|28,19
0|10796|44|10|71,39
0,2|10796|64|35|36,29
0,2|10796|69|24|2,11
0|10797|11|20|29,21
0|10798|62|2|28,26
0|10798|72|10|11,8
0,15|10799|13|20|23,17
0,15|10799|24|20|4,57
0|10799|59|25|9,09
0,1|10800|11|50|29,1
0,1|10800|51|10|100,38
0,1|10800|54|7|32,35
0,25|10801|17|40|24,94
0,25|10801|29|20|131,94
0,25|10802|30|25|25,99
0,25|10802|51|30|107,51
0,25|10802|55|60|38,3
0,25|10802|62|5|28,05
0,05|10803|19|24|9,28
0,05|10803|25|15|14,17
0,05|10803|59|15|8,26
0|10804|10|36|7,1
0|10804|28|24|45,43
0,15|10804|49|4|18,85
0|10805|34|10|7,7
0|10805|38|10|84,89
0,25|10806|2|20|19,06
0|10806|65|2|9,47
0,25|10806|74|15|28,83
0|10807|40|1|20,11
0,15|10808|56|20|38,88
0,15|10808|76|50|366,56
0|10809|52|20|72,74
0|10810|13|7|24,76
0|10810|25|5|13,43
0|10810|70|5|26,49
0|10811|19|15|9,46
0|10811|23|18|9,9
0|10811|40|30|17,46
0,1|10812|31|16|8,85
0,1|10812|72|40|12,53
0|10812|77|20|13,76
0,2|10813|2|12|17,45
0|10813|46|35|11,99
0|10814|41|20|8,88
0,15|10814|43|20|12,32
0,15|10814|48|8|33,1
0,15|10814|61|30|27,15
0|10815|33|16|27,96
0,05|10816|38|30|88,07
0,05|10816|62|20|29,64
0,15|10817|26|40|29,96
0|10817|38|30|81,73
0,15|10817|40|60|18,08
0,15|10817|62|25|27,05
0|10818|32|20|20,52
0|10818|41|20|10,3
0|10819|43|7|11,37
0|10819|75|20|7,28
0|10820|56|30|40,02
0|10821|35|20|5,85
0|10821|51|6|105,15
0|10822|62|3|29,43
0|10822|70|6|30,13
0,1|10823|11|20|30,31
0|10823|57|15|20,82
0,1|10823|59|40|8,91
0,1|10823|77|15|13,11
0|10824|41|12|8,7
0|10824|70|9|30,99
0|10825|26|12|28,55
0|10825|53|20|66,44
0|10826|31|35|8,86
0|10826|57|15|18,73
0|10827|10|15|6,62
0|10827|39|21|54,38
0|10828|20|5|81,87
0|10828|38|2|75,48
0|10829|2|10|20,11
0|10829|8|20|19,77
0|10829|13|10|26,43
0|10829|60|21|5,38
0|10830|6|6|3,97
0|10830|39|28|54,37
0|10830|60|30|5,31
0|10830|68|24|13,17
0|10831|19|2|10,09
0|10831|35|8|5,64
0|10831|38|8|85,85
0|10831|43|9|12,66
0,2|10832|13|3|25,6
0,2|10832|25|10|13,8
0,2|10832|44|16|68,14
0|10832|64|3|33,06
0,1|10833|7|20|40,58
0,1|10833|31|9|8,83
0,1|10833|53|9|60,67
0,05|10834|29|8|133,82
0,05|10834|30|20|24,37
0|10835|59|15|8,04
0,2|10835|77|2|12,3
0|10836|22|52|3,54
0|10836|35|6|6,38
0|10836|57|24|19,27
0|10836|60|60|4,66
0|10836|64|30|31,63
0|10837|13|6|24,68
0|10837|40|25|18,01
0,25|10837|47|40|27,12
0,25|10837|76|21|386,32
0,25|10838|1|4|20,52
0,25|10838|18|25|28
0,25|10838|36|50|7,63
0,1|10839|58|30|48,29
0,1|10839|72|15|12,36
0,2|10840|25|6|15,39
0,2|10840|39|10|54,21
0|10841|10|16|6,33
0|10841|56|30|41,53
0|10841|59|50|8,63
0|10841|77|15|13,4
0|10842|11|15|25,43
0|10842|43|5|11,09
0|10842|68|20|13,27
0|10842|70|12|26,82
0,25|10843|51|4|94,72
0|10844|22|35|3,59
0,1|10845|23|70|9,37
0,1|10845|35|25|6,49
0,1|10845|42|42|13,45
0,1|10845|58|60|50,24
0|10845|64|48|34,46
0|10846|4|21|22,58
0|10846|70|30|30,75
0|10846|74|20|31,09
0,2|10847|1|80|18,19
0,2|10847|19|12|9,78
0,2|10847|37|60|3,96
0,2|10847|45|36|8,75
0,2|10847|60|45|5,17
0,2|10847|71|55|29,35
0|10848|5|30|6,16
0|10848|9|3|40,32
0|10849|3|49|19,75
0,15|10849|26|18|33,5
0,15|10850|25|20|13,84
0,15|10850|33|4|26,34
0,15|10850|70|30|26,89
0,05|10851|2|5|17,7
0,05|10851|25|10|13,17
0,05|10851|57|10|19,09
0,05|10851|59|42|8,85
0|10852|2|15|19,57
0|10852|17|6|23,24
0|10852|62|50|31,44
0|10853|18|10|25,52
0,15|10854|10|100|6,3
0,15|10854|13|65|27,38
0|10855|16|50|9,18
0|10855|31|14|8,52
0|10855|56|24|37,95
0,15|10855|65|15|9,52
0|10856|2|20|19,54
0|10856|42|20|13,4
0|10857|3|30|19,59
0,25|10857|26|35|29,58
0,25|10857|29|10|121,7
0|10858|7|5|42,86
0|10858|27|10|43,35
0|10858|70|4|30,56
0,25|10859|24|40|4,51
0,25|10859|54|35|35,86
0,25|10859|64|30|35
0|10860|51|3|108,47
0|10860|76|20|364,44
0|10861|17|42|25,39
0|10861|18|20|23,83
0|10861|21|40|9,19
0|10861|33|35|26,31
0|10861|62|3|29,35
0|10862|11|25|27,34
0|10862|52|8|85,44
0,15|10863|1|20|20,7
0,15|10863|58|12|44,73
0|10864|35|4|6,32
0|10864|67|15|64,81
0,05|10865|38|60|81,14
0,05|10865|39|80|62,94
0,25|10866|2|21|17,65
0,25|10866|24|6|4,69
0,25|10866|30|40|24,09
0|10867|53|3|65,99
0|10868|26|20|33,32
0|10868|35|30|6,24
0,1|10868|49|42|19,47
0|10869|1|40|21,5
0|10869|11|10|29,95
0|10869|23|50|8,38
0|10869|68|20|13,68
0|10870|35|3|6,42
0|10870|51|2|107,62
0,05|10871|6|50|3,76
0,05|10871|16|12|9,63
0,05|10871|17|16|24,06
0,05|10872|55|10|42,03
0,05|10872|62|20|30,93
0,05|10872|64|15|32,57
0,05|10872|65|21|10,42
0|10873|21|20|10,27
0|10873|28|3|44,88
0|10874|10|10|6,6
0|10875|19|25|8,55
0,1|10875|47|21|24,42
0|10875|49|15|21,62
0|10876|46|21|12,23
0|10876|64|20|35,86
0,25|10877|16|30|10,01
0|10877|18|25|25,78
0,05|10878|20|20|81,82
0|10879|40|12|17,53
0|10879|65|10|10,9
0|10879|76|10|430,53
0,2|10880|23|30|8,31
0,2|10880|61|30|27,03
0,2|10880|70|50|29,17
0|10881|73|10|1,19
0|10882|42|25|12,63
0,15|10882|49|20|19,95
0,15|10882|54|32|35,42
0|10883|24|8|4,35
0,05|10884|21|40|9,9
0,05|10884|56|21|41,18
0,05|10884|65|12|9,13
0|10885|2|20|19,45
0|10885|24|12|4,56
0|10885|70|30|29,44
0|10885|77|25|13,69
0|10886|10|70|6,74
0|10886|31|35|9,07
0|10886|77|40|13,58
0|10887|25|5|13,12
0|10888|2|20|20,46
0|10888|68|18|11,56
0|10889|11|40|26,04
0|10889|38|40|87,79
0|10890|17|15|23,17
0|10890|34|10|8,03
0|10890|41|14|9,12
0,05|10891|30|15|27,19
0,05|10892|59|40|8,34
0|10893|8|30|20,11
0|10893|24|10|4,7
0|10893|29|24|126,28
0|10893|30|35|27,4
0|10893|36|20|7,39
0,05|10894|13|28|23,23
0,05|10894|69|50|2,16
0,05|10894|75|120|8,45
0|10895|24|110|4,59
0|10895|39|45|64,3
0|10895|40|91|19,26
0|10895|60|100|5,02
0|10896|45|15|9,39
0|10896|56|16|36,17
0|10897|29|80|133,15
0|10897|30|36|26,27
0|10898|13|5|23,29
0,15|10899|39|8|64,27
0,25|10900|70|3|30,76
0|10901|41|30|8,92
0|10901|71|30|30,67
0,15|10902|55|30|42,44
0,15|10902|62|6|28
0|10903|13|40|25,74
0|10903|65|21|10,62
0|10903|68|20|12,77
0|10904|58|15|44,69
0|10904|62|35|26,7
0,05|10905|1|20|19,6
0|10906|61|15|24,22
0|10907|75|14|7,68
0,05|10908|7|20|40,38
0,05|10908|52|14|78,27
0|10909|7|12|40,47
0|10909|16|15|9,88
0|10909|41|5|10,09
0|10910|19|12|8,41
0|10910|49|10|20,27
0|10910|61|5|27,83
0|10911|1|10|21,93
0|10911|17|12|24,86
0|10911|67|15|62,39
0,25|10912|11|40|25,5
0,25|10912|29|60|122,27
0,25|10913|4|30|23,66
0,25|10913|33|40|23,27
0|10913|58|15|51,63
0|10914|71|25|30,03
0|10915|17|10|27,45
0|10915|33|30|26,27
0|10915|54|10|37,08
0|10916|16|6|10,11
0|10916|32|6|20,59
0|10916|57|20|19,08
0|10917|30|1|26,2
0|10917|60|10|4,69
0,25|10918|1|60|19,45
0,25|10918|60|25|5,01
0|10919|16|24|10,09
0|10919|25|24|12,73
0|10919|40|20|20
0|10920|50|24|14,87
0|10921|35|10|5,59
0|10921|63|40|21,36
0|10922|17|15|23,02
0|10922|24|35|4,75
0,2|10923|42|10|13,2
0,2|10923|43|10|12,84
0,2|10923|67|24|63,97
0,1|10924|10|20|6,89
0,1|10924|28|30|46,8
0|10924|75|6|7,44
0,15|10925|36|25|7,96
0,15|10925|52|12|84,91
0|10926|11|2|27,49
0|10926|13|10|23,5
0|10926|19|7|8,64
0|10926|72|10|12,1
0|10927|20|5|82,14
0|10927|52|5|74,33
0|10927|76|20|364,25
0|10928|47|5|25,5
0|10928|76|5|363,64
0|10929|21|60|9,27
0|10929|75|49|7,63
0|10929|77|15|13,21
0|10930|21|36|10,73
0|10930|27|25|41,58
0,2|10930|55|25|39,76
0,2|10930|58|30|47,85
0,15|10931|13|42|27,03
0|10931|57|30|19,25
0,1|10932|16|30|9,49
0,1|10932|62|14|27,04
0|10932|72|16|11,43
0,1|10932|75|20|7,82
0|10933|53|2|55,19
0|10933|61|30|25,49
0|10934|6|20|3,7
0|10935|1|21|21,15
0,25|10935|18|4|24,69
0,25|10935|23|8|9,12
0,2|10936|36|30|8,72
0|10937|28|8|49,66
0|10937|34|20|7,71
0,25|10938|13|20|22,63
0,25|10938|43|24|12,67
0,25|10938|60|49|5,26
0,25|10938|71|35|32,27
0,15|10939|2|10|17,96
0,15|10939|67|40|59,21
0|10940|7|8|38,57
0|10940|13|20|23,28
0,25|10941|31|44|8,02
0,25|10941|62|30|27,28
0,25|10941|68|80|12,82
0|10941|72|50|12,53
0|10942|49|28|19,71
0|10943|13|15|24,28
0|10943|22|21|3,49
0|10943|46|15|12,39
0,25|10944|11|5|25,9
0,25|10944|44|18|72,73
0|10944|56|18|40,4
0|10945|13|20|27,17
0|10945|31|10|7,9
0|10946|10|25|6,7
0|10946|24|25|4,63
0|10946|77|40|13,69
0|10947|59|4|8,28
0|10948|50|9|16,05
0|10948|51|40|100,76
0|10948|55|4|38,73
0|10949|6|12|4,05
0|10949|10|30|6,48
0|10949|17|6|27,36
0|10949|62|60|27,59
0|10950|4|5|22,86
0,05|10951|33|15|23,72
0,05|10951|41|6|9,54
0,05|10951|75|50|7,23
0,05|10952|6|16|3,87
0|10952|28|2|44,55
0,05|10953|20|50|83,9
0,05|10953|31|50|7,89
0,15|10954|16|28|9,78
0,15|10954|31|25|8,42
0|10954|45|30|8,76
0,15|10954|60|24|5,48
0,2|10955|75|12|7,86
0|10956|21|12|10,01
0|10956|47|14|23,04
0|10956|51|8|98,18
0|10957|30|30|27,94
0|10957|35|40|5,94
0|10957|64|8|34,89
0|10958|5|20|6,17
0|10958|7|6|38,17
0|10958|72|5|11,65
0,15|10959|75|20|7,24
0,25|10960|24|10|4,64
0|10960|41|24|9,58
0,05|10961|52|6|74,17
0|10961|76|60|388,91
0|10962|7|45|39,33
0|10962|13|77|23,72
0|10962|53|20|57,77
0|10962|69|9|1,94
0|10962|76|44|377,92
0,15|10963|60|2|4,78
0|10964|18|6|25,4
0|10964|38|5|87,28
0|10964|69|10|2,04
0|10965|51|16|97,07
0|10966|37|8|4,17
0,15|10966|56|12|39,12
0,15|10966|62|12|28,64
0|10967|19|12|9,31
0|10967|49|40|18,67
0|10968|12|30|9,63
0|10968|24|30|4,27
0|10968|64|4|30,34
0|10969|46|9|13,07
0,2|10970|52|40|76,23
0|10971|29|14|135,16
0|10972|17|6|25,26
0|10972|33|7|25,33
0|10973|26|5|30,84
0|10973|41|6|8,71
0|10973|75|10|8,21
0|10974|63|10|20,74
0|10975|8|16|19,78
0|10975|75|10|8,38
0|10976|28|20|42,34
0|10977|39|30|60,54
0|10977|47|30|26,99
0|10977|51|10|104,75
0|10977|63|20|21,68
0,15|10978|8|20|19,92
0,15|10978|21|40|10,02
0|10978|40|10|18,29
0,15|10978|44|6|71,97
0|10979|7|18|41,68
0|10979|12|20|10,45
0|10979|24|80|4,12
0|10979|27|30|40,45
0|10979|31|24|8,65
0|10979|63|35|19,92
0,2|10980|75|40|8,01
0|10981|38|60|79,94
0|10982|7|20|37,32
0|10982|43|9|11,37
0,15|10983|13|84|22,63
0|10983|57|15|19,56
0|10984|16|55|10,05
0|10984|24|20|4,64
0|10984|36|40|8,75
0,1|10985|16|36|9,38
0,1|10985|18|8|27,87
0,1|10985|32|35|20,53
0|10986|11|30|28,52
0|10986|20|15|80,78
0|10986|76|10|368,93
0|10986|77|15|13,14
0|10987|7|60|41,12
0|10987|43|6|13,07
0|10987|72|20|12,47
0|10988|7|60|39,93
0,1|10988|62|40|29,72
0|10989|6|40|3,99
0|10989|11|15|25,71
0|10989|41|4|9,34
0|10990|21|65|10,39
0,15|10990|34|60|7,49
0,15|10990|55|65|39,37
0,15|10990|61|66|28,09
0,2|10991|2|50|18,08
0,2|10991|70|20|29,84
0,2|10991|76|90|405,14
0|10992|72|2|12,8
0,25|10993|29|50|125,88
0,25|10993|41|35|10,12
0,05|10994|59|18|8,21
0|10995|51|20|99,79
0|10995|60|4|5,21
0|10996|42|40|14,21
0|10997|32|50|20,33
0,25|10997|46|20|12,62
0,25|10997|52|20|75,37
0|10998|24|12|4,13
0|10998|61|7|29,11
0|10998|74|20|31,66
0|10998|75|30|7,69
0,05|10999|41|20|9,5
0,05|10999|51|15|98,47
0,05|10999|77|21|12,04
0,25|11000|4|25|20,39
0,25|11000|24|30|4,34
0|11000|77|30|12,42
0|11001|7|60|42,81
0|11001|22|25|3,82
0|11001|46|25|13,14
0|11001|55|6|36,25
0|11002|13|56|25,34
0,15|11002|35|15|5,8
0,15|11002|42|24|12,86
0|11002|55|40|42,23
0|11003|1|4|19
0|11003|40|10|16,78
0|11003|52|10|80,1
0|11004|26|6|29,68
0|11004|76|6|396,24
0|11005|1|2|19
0|11005|59|10|8,85
0|11006|1|8|21,94
0,25|11006|29|2|131,15
0|11007|8|30|20,55
0|11007|29|10|134,41
0|11007|42|14|14,79
0,05|11008|28|70|42,49
0,05|11008|34|90|8,16
0|11008|71|21|29,4
0|11009|24|12|4,18
0,25|11009|36|18|8,38
0|11009|60|9|5,2
0|11010|7|20|43,94
0|11010|24|10|4,47
0,05|11011|58|40|45,98
0|11011|71|20|31,72
0,05|11012|19|50|9,01
0,05|11012|60|36|4,57
0,05|11012|71|60|30,4
0|11013|23|10|9,14
0|11013|42|4|14,79
0|11013|45|20|8,97
0|11013|68|2|12,51
0,1|11014|41|28|10,18
0|11015|30|15|28,36
0|11015|77|18|11,8
0|11016|31|15|8,19
0|11016|36|16|8,66
0|11017|3|25|21,53
0|11017|59|110|8,49
0|11017|70|30|31,76
0|11018|12|20|9,71
0|11018|18|10|27,56
0|11018|56|5|36,02
0|11019|46|3|11,35
0|11019|49|2|21,77
0,15|11020|10|24|7,14
0,25|11021|2|11|17,8
0|11021|20|15|74,28
0|11021|26|63|30,18
0,25|11021|51|44|101,27
0|11021|72|35|12,61
0|11022|19|35|9,61
0|11022|69|30|2,07
0|11023|7|4|40,3
0|11023|43|30|11,91
0|11024|26|12|33,44
0|11024|33|30|23,58
0|11024|65|21|9,38
0|11024|71|50|28,6
0,1|11025|1|10|19,55
0,1|11025|13|20|25,4
0|11026|18|8|26,86
0|11026|51|10|92,98
0,25|11027|24|30|4,79
0,25|11027|62|21|28,76
0|11028|55|35|36,77
0|11028|59|24|8,63
0|11029|56|20|38,16
0|11029|63|12|18,14
0,25|11030|2|100|19,42
0|11030|5|70|6,06
0,25|11030|29|60|134,33
0,25|11030|59|100|7,84
0|11031|1|45|21,45
0|11031|13|80|27,29
0|11031|24|21|4,52
0|11031|64|20|32,4
0|11031|71|16|28,77
0|11032|36|35|7,48
0|11032|38|25|85,56
0|11032|59|30|7,78
0,1|11033|53|70|55,35
